annual_income,loan_amount,credit_score,employment_years,dti_ratio,age,num_credit_lines,savings_balance,loan_purpose,home_ownership,education,loan_to_income,savings_to_loan,approved
52400,113900,668,5,44.9,44,9,13580,debt_consolidation,rent,bachelors,2.174,0.119,1
32400,47200,563,3,38.5,40,6,9980,other,mortgage,high_school,1.457,0.211,0
50800,126000,799,11,50.4,30,1,3220,other,mortgage,some_college,2.48,0.026,1
55800,27300,661,17,20.1,51,4,20680,home_improvement,own,bachelors,0.489,0.758,1
57100,37300,581,39,18.1,45,8,3410,medical,rent,bachelors,0.653,0.091,1
58300,78200,791,9,35.0,33,7,8830,home_improvement,mortgage,bachelors,1.341,0.113,1
86500,135900,642,1,38.0,50,5,320,debt_consolidation,own,some_college,1.571,0.002,0
33200,192300,713,2,65.0,28,4,210,debt_consolidation,mortgage,high_school,5.792,0.001,0
58600,61600,756,9,29.7,37,7,3540,debt_consolidation,mortgage,some_college,1.051,0.057,1
96800,216700,725,5,39.7,33,9,8880,debt_consolidation,rent,some_college,2.239,0.041,0
24800,48900,498,11,39.1,46,5,18590,other,rent,some_college,1.972,0.38,0
58700,129200,744,8,45.8,32,1,3830,other,rent,bachelors,2.201,0.03,0
41600,31000,676,3,26.1,46,7,6940,home_improvement,mortgage,bachelors,0.745,0.224,0
45900,80300,657,5,33.7,44,3,14780,home_improvement,rent,high_school,1.749,0.184,1
36100,11600,675,12,13.6,33,8,4110,other,mortgage,bachelors,0.321,0.354,1
50200,27300,548,9,19.1,58,4,11180,medical,rent,bachelors,0.544,0.41,1
124100,83000,701,11,21.0,29,11,1010,debt_consolidation,mortgage,some_college,0.669,0.012,1
30700,23900,569,2,21.6,22,6,480,other,mortgage,bachelors,0.779,0.02,1
32000,80700,660,3,50.9,47,3,2330,home_improvement,mortgage,bachelors,2.522,0.029,0
30200,112900,698,15,65.0,54,7,14540,debt_consolidation,mortgage,bachelors,3.738,0.129,0
117900,42200,776,2,18.3,39,4,1820,debt_consolidation,rent,some_college,0.358,0.043,1
44000,30400,615,11,17.7,22,5,12220,medical,rent,some_college,0.691,0.402,0
53600,43000,808,1,13.8,27,6,1170,debt_consolidation,rent,some_college,0.802,0.027,1
45200,30500,765,7,22.0,20,3,2170,education,rent,some_college,0.675,0.071,1
35400,55800,648,4,42.4,42,7,6900,medical,own,high_school,1.576,0.124,1
48700,64300,590,3,27.6,23,6,1930,debt_consolidation,own,graduate,1.32,0.03,1
163800,48300,562,7,18.8,43,6,2450,debt_consolidation,rent,high_school,0.295,0.051,1
101400,193300,708,14,44.4,34,4,130,home_improvement,mortgage,bachelors,1.906,0.001,1
36900,36200,622,3,21.0,32,5,15910,debt_consolidation,mortgage,some_college,0.981,0.44,0
72500,158600,786,0,44.6,43,5,4160,home_improvement,mortgage,bachelors,2.188,0.026,1
37300,28900,627,6,19.0,44,0,1310,other,rent,some_college,0.775,0.045,0
24400,63000,608,3,55.2,50,3,63940,major_purchase,rent,high_school,2.582,1.015,0
85700,137100,704,12,36.1,31,2,1630,home_improvement,mortgage,high_school,1.6,0.012,1
91300,132200,626,4,38.5,37,5,2390,education,rent,some_college,1.448,0.018,0
86700,44600,685,3,20.7,31,7,1280,other,other,some_college,0.514,0.029,1
43900,88300,768,5,38.0,39,4,23050,other,rent,bachelors,2.011,0.261,1
50300,80400,694,14,31.1,29,5,36580,debt_consolidation,mortgage,bachelors,1.598,0.455,0
75900,41000,695,9,20.2,33,3,31810,debt_consolidation,rent,some_college,0.54,0.776,1
64600,92100,702,2,31.6,33,1,31390,major_purchase,mortgage,bachelors,1.426,0.341,1
45400,220500,541,2,65.0,41,7,2130,debt_consolidation,own,high_school,4.857,0.01,0
26100,83300,718,18,65.0,38,5,51090,home_improvement,rent,bachelors,3.192,0.613,0
57000,89000,698,3,39.5,43,3,3740,education,other,high_school,1.561,0.042,1
88000,95800,760,15,22.7,36,5,570,other,mortgage,bachelors,1.089,0.006,1
31600,21500,736,5,11.4,31,8,2710,debt_consolidation,own,high_school,0.68,0.126,1
72200,82600,667,3,28.1,40,5,7760,education,mortgage,bachelors,1.144,0.094,1
62900,29400,772,3,13.0,27,9,1990,home_improvement,mortgage,some_college,0.467,0.068,1
75900,39600,660,6,17.7,44,4,6040,major_purchase,rent,some_college,0.522,0.153,1
80200,271900,706,0,65.0,34,4,10420,debt_consolidation,mortgage,graduate,3.39,0.038,0
39600,50100,658,3,26.9,40,8,8730,debt_consolidation,mortgage,bachelors,1.265,0.174,1
26200,35700,724,22,40.9,40,8,12300,medical,rent,high_school,1.363,0.345,1
42600,134200,652,27,64.8,55,2,3820,major_purchase,rent,some_college,3.15,0.028,0
80800,30800,825,3,12.6,42,4,1780,education,rent,high_school,0.381,0.058,1
42500,43800,759,10,27.0,38,3,630,debt_consolidation,own,some_college,1.031,0.014,1
39600,143500,816,9,65.0,30,2,4350,debt_consolidation,rent,some_college,3.624,0.03,0
23900,61700,554,2,51.9,46,9,2320,debt_consolidation,mortgage,bachelors,2.582,0.038,1
119200,20100,564,11,20.3,35,2,4160,major_purchase,mortgage,graduate,0.169,0.207,1
78600,87600,657,4,22.0,21,5,270,major_purchase,mortgage,some_college,1.115,0.003,0
76600,45400,688,7,12.9,35,2,590,home_improvement,other,bachelors,0.593,0.013,1
83700,175900,668,12,39.4,40,7,10040,debt_consolidation,mortgage,bachelors,2.102,0.057,1
70200,39200,545,5,18.1,28,7,500,debt_consolidation,rent,bachelors,0.558,0.013,1
48500,125000,782,5,56.3,36,4,3770,debt_consolidation,rent,bachelors,2.577,0.03,1
50300,207500,793,10,65.0,37,6,1540,debt_consolidation,rent,bachelors,4.125,0.007,0
44700,33000,777,15,23.2,37,5,1410,other,mortgage,some_college,0.738,0.043,1
177300,52300,704,9,15.1,51,1,5540,debt_consolidation,mortgage,graduate,0.295,0.106,1
69600,78600,613,5,26.9,23,6,5120,debt_consolidation,mortgage,some_college,1.129,0.065,1
44000,32900,691,14,23.2,60,6,10560,medical,mortgage,high_school,0.748,0.321,1
66800,72300,655,8,26.7,37,5,1050,other,mortgage,bachelors,1.082,0.015,1
34400,51200,646,17,33.2,44,4,1420,major_purchase,rent,some_college,1.488,0.028,1
106600,50400,779,21,14.5,39,6,23680,debt_consolidation,rent,high_school,0.473,0.47,1
40200,62000,784,9,36.7,19,4,3590,home_improvement,rent,high_school,1.542,0.058,0
67900,62900,612,16,29.5,26,3,8200,debt_consolidation,mortgage,some_college,0.926,0.13,1
87500,67200,662,17,17.0,32,4,2450,debt_consolidation,mortgage,high_school,0.768,0.036,1
64400,39400,642,6,17.1,48,5,9300,major_purchase,mortgage,high_school,0.612,0.236,1
56500,40600,690,17,21.6,22,3,150,education,rent,high_school,0.719,0.004,1
54400,55100,778,7,33.3,28,7,24640,debt_consolidation,own,bachelors,1.013,0.447,1
52800,58000,616,11,29.5,39,1,2600,medical,mortgage,high_school,1.098,0.045,0
41800,44000,777,6,23.7,43,5,860,major_purchase,mortgage,bachelors,1.053,0.02,1
44300,75100,693,1,34.8,42,2,1110,home_improvement,rent,bachelors,1.695,0.015,0
105400,16800,712,25,14.8,27,3,3400,debt_consolidation,mortgage,bachelors,0.159,0.202,1
51600,35900,676,11,19.3,20,2,4210,other,other,high_school,0.696,0.117,1
38000,49200,733,12,26.4,43,4,5990,debt_consolidation,other,some_college,1.295,0.122,1
42900,32900,656,7,25.9,53,6,930,debt_consolidation,rent,high_school,0.767,0.028,1
88900,187300,532,17,47.2,34,4,16640,debt_consolidation,mortgage,graduate,2.107,0.089,1
73400,60700,664,6,18.1,25,1,2360,major_purchase,rent,high_school,0.827,0.039,1
69700,67800,663,6,20.1,33,7,2200,other,mortgage,high_school,0.973,0.032,0
48200,42700,549,2,15.3,42,5,3580,debt_consolidation,mortgage,high_school,0.886,0.084,0
70100,59200,678,8,20.7,35,2,12430,debt_consolidation,mortgage,graduate,0.845,0.21,1
40600,25600,509,16,20.6,53,6,4690,other,rent,high_school,0.631,0.183,0
48200,53200,655,6,31.7,48,6,2300,major_purchase,own,high_school,1.104,0.043,1
83800,31100,705,2,16.4,40,2,3120,other,mortgage,high_school,0.371,0.1,1
80300,49300,693,14,13.8,30,5,27090,major_purchase,other,graduate,0.614,0.549,1
34800,10000,650,10,12.0,31,4,21540,medical,own,some_college,0.287,2.154,0
36900,27200,677,23,27.0,29,3,8200,home_improvement,own,graduate,0.737,0.301,1
56900,166800,618,3,58.7,40,3,6050,debt_consolidation,rent,graduate,2.931,0.036,0
117800,107100,685,11,27.4,40,8,125370,home_improvement,rent,bachelors,0.909,1.171,1
22900,150700,689,2,65.0,19,4,9400,debt_consolidation,own,high_school,6.581,0.062,0
61400,158200,608,7,57.4,46,5,6330,home_improvement,mortgage,graduate,2.577,0.04,0
29200,95900,707,8,65.0,38,6,3700,home_improvement,mortgage,some_college,3.284,0.039,0
40700,43600,707,1,30.3,41,3,8100,debt_consolidation,own,some_college,1.071,0.186,1
46000,29000,670,15,13.4,46,5,70,major_purchase,own,bachelors,0.63,0.002,1
44800,133600,673,12,65.0,29,3,20720,debt_consolidation,mortgage,bachelors,2.982,0.155,0
42600,62600,661,10,27.2,51,3,830,education,rent,graduate,1.469,0.013,0
54400,343100,649,2,65.0,36,5,1800,debt_consolidation,mortgage,graduate,6.307,0.005,0
42600,46400,602,3,27.4,54,5,690,home_improvement,mortgage,some_college,1.089,0.015,0
28100,238200,743,13,65.0,28,5,1750,debt_consolidation,mortgage,high_school,8.477,0.007,0
77000,53700,626,6,16.7,53,3,3050,debt_consolidation,own,graduate,0.697,0.057,0
76000,152500,636,5,46.3,28,5,17070,home_improvement,mortgage,high_school,2.007,0.112,0
79200,196400,639,16,55.8,66,11,29870,home_improvement,rent,some_college,2.48,0.152,1
27100,29300,601,7,27.0,27,5,74420,medical,other,high_school,1.081,2.54,0
62000,42600,536,2,19.2,49,4,5670,debt_consolidation,mortgage,some_college,0.687,0.133,0
73400,29100,645,13,20.3,34,7,3620,education,own,some_college,0.396,0.124,1
34100,25300,759,2,19.7,45,8,14640,debt_consolidation,rent,bachelors,0.742,0.579,1
54400,95500,701,6,39.4,37,7,1490,home_improvement,mortgage,graduate,1.756,0.016,0
51400,52200,817,8,25.5,25,3,1270,major_purchase,mortgage,graduate,1.016,0.024,1
124100,62100,748,11,26.9,65,5,2940,debt_consolidation,rent,some_college,0.5,0.047,1
128800,88400,729,1,17.0,38,3,4690,debt_consolidation,mortgage,some_college,0.686,0.053,1
25600,16300,845,0,22.8,41,4,270,debt_consolidation,mortgage,some_college,0.637,0.017,1
166400,147400,676,0,17.1,45,2,21890,debt_consolidation,mortgage,some_college,0.886,0.149,1
35900,46900,690,18,27.7,30,4,6880,debt_consolidation,mortgage,some_college,1.306,0.147,0
84200,86900,684,1,25.3,30,4,15030,other,own,graduate,1.032,0.173,1
83800,92500,816,21,27.3,37,5,550,debt_consolidation,mortgage,some_college,1.104,0.006,1
34600,156300,685,14,65.0,51,3,1940,education,rent,high_school,4.517,0.012,0
67600,55600,629,3,22.4,39,5,1800,other,own,bachelors,0.822,0.032,0
51600,13500,734,0,10.0,54,5,3700,debt_consolidation,mortgage,some_college,0.262,0.274,1
69500,62300,615,7,29.3,50,8,4690,medical,mortgage,high_school,0.896,0.075,1
60100,68900,730,4,24.6,35,2,16600,other,mortgage,bachelors,1.146,0.241,1
92800,29000,720,17,16.6,20,2,5640,debt_consolidation,own,high_school,0.312,0.194,1
56000,66400,668,8,32.1,35,5,1740,home_improvement,rent,bachelors,1.186,0.026,0
50200,46500,733,7,20.9,43,5,105110,medical,own,bachelors,0.926,2.26,1
88700,23400,558,5,11.3,38,4,3390,medical,rent,some_college,0.264,0.145,0
70300,95800,698,11,32.5,44,1,1380,education,other,some_college,1.363,0.014,0
75300,40400,645,6,24.4,47,8,350,debt_consolidation,own,some_college,0.537,0.009,1
40200,45100,698,24,26.7,43,3,5580,debt_consolidation,own,bachelors,1.122,0.124,1
33800,43300,634,1,45.6,34,4,12930,major_purchase,own,graduate,1.281,0.299,1
42000,142200,567,5,65.0,43,3,1000,debt_consolidation,rent,graduate,3.386,0.007,0
41000,58200,795,10,34.9,62,3,11790,major_purchase,other,high_school,1.42,0.203,1
77200,63300,655,9,26.3,21,4,5530,home_improvement,mortgage,some_college,0.82,0.087,1
84100,44000,617,24,10.5,43,2,410,home_improvement,rent,high_school,0.523,0.009,1
50500,82800,713,3,42.2,58,1,11800,education,rent,high_school,1.64,0.143,1
103100,154000,740,0,29.6,25,7,3390,major_purchase,mortgage,some_college,1.494,0.022,1
100300,94200,738,14,28.4,49,5,1020,major_purchase,rent,some_college,0.939,0.011,1
60400,96800,686,8,34.5,50,4,18760,other,mortgage,some_college,1.603,0.194,1
37400,91500,698,14,48.8,21,2,18270,debt_consolidation,mortgage,bachelors,2.447,0.2,0
110100,22800,704,9,18.8,45,8,990,major_purchase,rent,some_college,0.207,0.043,1
52700,32400,713,0,18.7,35,5,7410,debt_consolidation,rent,bachelors,0.615,0.229,1
57300,51900,721,9,18.2,37,4,6530,major_purchase,mortgage,bachelors,0.906,0.126,1
46500,36000,778,3,25.8,34,0,4470,education,mortgage,bachelors,0.774,0.124,0
36300,28400,689,5,17.2,52,4,2390,other,mortgage,some_college,0.782,0.084,1
28000,16100,615,6,23.8,36,4,3990,home_improvement,own,high_school,0.575,0.248,1
72000,23300,672,2,13.8,32,5,18290,education,mortgage,high_school,0.324,0.785,0
38100,50000,749,3,26.5,33,5,8720,debt_consolidation,mortgage,high_school,1.312,0.174,0
214700,57000,533,12,16.1,34,4,330,major_purchase,own,graduate,0.265,0.006,1
33200,34400,533,12,28.7,26,1,240,education,own,some_college,1.036,0.007,0
30800,63300,763,1,36.5,32,4,370,major_purchase,own,some_college,2.055,0.006,1
68200,44200,814,8,19.4,39,6,730,major_purchase,rent,some_college,0.648,0.017,1
107800,128500,577,13,30.7,42,3,1710,education,rent,bachelors,1.192,0.013,0
55800,53500,693,7,26.2,51,4,2610,debt_consolidation,own,graduate,0.959,0.049,1
70100,97500,651,8,32.3,40,7,4480,medical,rent,high_school,1.391,0.046,1
23600,69000,662,1,63.6,32,4,4690,major_purchase,mortgage,bachelors,2.924,0.068,1
39900,22400,710,16,20.4,26,4,4590,home_improvement,mortgage,some_college,0.561,0.205,1
33400,56200,575,2,38.4,41,9,24370,other,rent,high_school,1.683,0.434,0
23100,25200,590,5,26.7,36,5,470,home_improvement,mortgage,some_college,1.091,0.019,0
57100,55500,659,13,26.1,37,8,7840,debt_consolidation,mortgage,some_college,0.972,0.141,1
19700,35500,672,20,38.0,40,4,7790,education,rent,high_school,1.802,0.219,0
29900,78200,589,5,51.0,43,7,840,debt_consolidation,own,high_school,2.615,0.011,0
42500,23400,752,28,13.4,40,3,10380,medical,rent,bachelors,0.551,0.444,1
37300,60500,649,7,36.8,36,6,8280,other,rent,bachelors,1.622,0.137,0
64800,89400,649,7,29.4,29,5,4630,education,mortgage,bachelors,1.38,0.052,1
62200,113000,709,2,40.1,31,8,170,major_purchase,rent,some_college,1.817,0.002,0
81000,35100,674,5,21.1,47,8,18950,other,rent,some_college,0.433,0.54,1
76000,60600,756,8,21.5,33,7,6750,home_improvement,rent,graduate,0.797,0.111,1
90500,68100,605,10,22.1,23,3,8650,debt_consolidation,own,graduate,0.752,0.127,1
54100,176800,566,10,65.0,50,3,2340,medical,own,high_school,3.268,0.013,0
62100,21200,658,4,19.4,27,4,660,major_purchase,mortgage,high_school,0.341,0.031,1
68200,31600,690,18,23.0,38,9,30060,education,mortgage,bachelors,0.463,0.951,1
57700,426400,579,7,65.0,43,5,1050,home_improvement,mortgage,high_school,7.39,0.002,0
45300,49500,567,7,30.6,38,3,38990,debt_consolidation,own,bachelors,1.093,0.788,0
46600,15900,700,2,22.5,42,9,18660,debt_consolidation,mortgage,some_college,0.341,1.174,0
37500,39800,620,11,22.5,52,8,6700,debt_consolidation,mortgage,high_school,1.061,0.168,0
65500,8600,561,6,14.3,46,4,24090,medical,mortgage,bachelors,0.131,2.801,0
51900,70900,767,5,25.6,61,3,1310,home_improvement,mortgage,high_school,1.366,0.018,1
40200,105500,631,1,55.4,23,5,1680,debt_consolidation,mortgage,high_school,2.624,0.016,1
40200,31600,782,2,21.6,26,3,17880,debt_consolidation,mortgage,bachelors,0.786,0.566,1
31400,43100,687,9,25.9,46,8,1320,debt_consolidation,mortgage,high_school,1.373,0.031,0
84200,114300,710,20,36.8,42,5,770,home_improvement,mortgage,some_college,1.357,0.007,1
56100,17600,667,5,14.2,38,5,3130,education,mortgage,some_college,0.314,0.178,1
36700,23700,459,5,15.9,31,5,1430,other,mortgage,high_school,0.646,0.06,1
78000,51000,588,11,21.1,52,3,66940,major_purchase,own,high_school,0.654,1.313,1
42100,35400,674,16,26.8,37,6,14550,debt_consolidation,rent,high_school,0.841,0.411,1
28800,48700,716,4,31.4,20,6,2190,debt_consolidation,rent,some_college,1.691,0.045,1
85800,24700,532,2,1.0,51,4,1210,home_improvement,mortgage,graduate,0.288,0.049,0
42500,69600,680,6,37.3,40,6,7900,major_purchase,rent,bachelors,1.638,0.114,1
45100,53900,589,10,26.4,50,7,25910,debt_consolidation,rent,bachelors,1.195,0.481,0
55200,87900,704,0,42.0,44,5,7390,debt_consolidation,rent,bachelors,1.592,0.084,1
90600,68900,683,4,20.2,64,5,1300,education,mortgage,bachelors,0.76,0.019,1
54700,69200,748,6,32.0,34,2,660,major_purchase,mortgage,some_college,1.265,0.01,0
31600,21800,775,5,19.7,38,4,2890,home_improvement,rent,graduate,0.69,0.133,1
69200,84500,724,1,23.8,45,5,7650,home_improvement,mortgage,bachelors,1.221,0.091,1
43600,47500,758,5,27.7,34,6,2540,home_improvement,rent,bachelors,1.089,0.053,1
126700,53300,655,6,10.3,46,6,20150,debt_consolidation,mortgage,high_school,0.421,0.378,1
54100,124700,581,3,44.0,37,1,10280,education,own,bachelors,2.305,0.082,0
19800,36200,640,8,36.5,36,2,6850,debt_consolidation,rent,some_college,1.828,0.189,0
63600,154200,761,12,46.9,36,0,10000,debt_consolidation,mortgage,bachelors,2.425,0.065,1
130000,164600,748,13,29.9,28,7,700,home_improvement,rent,bachelors,1.266,0.004,1
110100,101400,726,3,23.0,47,6,2450,home_improvement,mortgage,high_school,0.921,0.024,1
123500,30100,742,10,13.5,32,7,1150,major_purchase,mortgage,some_college,0.244,0.038,1
34200,13000,507,9,8.5,40,5,8420,other,rent,graduate,0.38,0.648,1
81700,127400,820,23,35.1,37,5,1170,debt_consolidation,mortgage,high_school,1.559,0.009,1
39100,64700,667,10,35.9,43,3,5510,debt_consolidation,own,bachelors,1.655,0.085,0
59900,35500,790,10,19.5,53,3,3900,debt_consolidation,mortgage,some_college,0.593,0.11,1
30600,136100,512,14,65.0,40,3,11380,debt_consolidation,own,some_college,4.448,0.084,0
40500,32800,706,2,23.2,47,7,920,medical,mortgage,graduate,0.81,0.028,1
40000,44500,637,7,24.1,39,4,9250,home_improvement,mortgage,bachelors,1.112,0.208,1
81200,86500,733,20,27.3,32,6,1100,debt_consolidation,mortgage,some_college,1.065,0.013,1
77700,27500,711,21,12.3,36,1,1270,major_purchase,own,bachelors,0.354,0.046,1
61400,55500,716,5,29.5,34,4,4030,medical,rent,high_school,0.904,0.073,1
29500,128300,594,20,65.0,44,6,26160,other,own,high_school,4.349,0.204,0
47100,69400,680,5,34.8,39,7,1510,debt_consolidation,mortgage,bachelors,1.473,0.022,0
38700,143400,669,8,65.0,29,8,410,major_purchase,mortgage,bachelors,3.705,0.003,0
80100,132400,727,1,35.4,35,6,1310,debt_consolidation,mortgage,bachelors,1.653,0.01,1
92100,60200,769,17,20.8,21,1,2870,education,own,some_college,0.654,0.048,1
87100,11700,697,5,10.1,35,8,67280,other,rent,high_school,0.134,5.75,1
38600,27600,576,1,20.5,38,2,8460,major_purchase,mortgage,high_school,0.715,0.307,0
15800,102200,694,6,65.0,57,2,1710,major_purchase,rent,high_school,6.468,0.017,0
24500,20200,824,0,19.6,52,2,4030,major_purchase,mortgage,graduate,0.824,0.2,1
102700,47600,432,11,15.2,26,8,44330,major_purchase,mortgage,some_college,0.463,0.931,0
45200,75900,690,15,43.0,40,2,3510,home_improvement,mortgage,bachelors,1.679,0.046,0
38600,167500,764,2,65.0,40,2,3570,medical,rent,high_school,4.339,0.021,0
113500,40000,669,2,10.2,35,4,2790,other,mortgage,some_college,0.352,0.07,1
95700,38200,645,10,7.6,36,5,13020,medical,own,high_school,0.399,0.341,1
54800,57700,662,11,28.3,34,8,2360,debt_consolidation,mortgage,graduate,1.053,0.041,0
47500,76500,731,4,41.7,58,5,16670,home_improvement,mortgage,high_school,1.611,0.218,0
51000,53700,587,3,28.4,33,6,21760,major_purchase,own,high_school,1.053,0.405,0
60000,124800,786,13,47.7,41,5,11600,debt_consolidation,rent,high_school,2.08,0.093,1
111300,34200,680,1,9.4,47,4,3590,home_improvement,mortgage,high_school,0.307,0.105,1
65500,65100,605,4,27.4,51,6,690,debt_consolidation,rent,some_college,0.994,0.011,1
75100,81800,780,3,24.5,26,6,3590,home_improvement,mortgage,graduate,1.089,0.044,1
91700,45200,553,10,17.1,32,5,1930,debt_consolidation,mortgage,graduate,0.493,0.043,0
32000,107800,637,3,65.0,42,7,1650,debt_consolidation,rent,some_college,3.369,0.015,0
76100,66500,636,14,22.6,38,5,3520,other,own,bachelors,0.874,0.053,1
47500,104000,626,4,50.7,43,4,9610,debt_consolidation,mortgage,some_college,2.189,0.092,1
17500,68600,501,9,65.0,34,3,2060,debt_consolidation,mortgage,graduate,3.92,0.03,0
20800,77900,635,3,65.0,58,0,720,debt_consolidation,own,high_school,3.745,0.009,0
34300,38500,723,7,35.8,30,3,1280,major_purchase,rent,some_college,1.122,0.033,1
68800,38500,751,3,20.1,67,7,52390,other,own,high_school,0.56,1.361,1
57000,141100,804,2,49.6,51,3,10600,major_purchase,mortgage,graduate,2.475,0.075,1
58900,93400,700,11,34.6,47,6,1290,education,mortgage,some_college,1.586,0.014,1
130300,29300,609,3,15.5,26,5,29870,debt_consolidation,other,high_school,0.225,1.019,1
